,premise,hypothesis,lang_abv,label
2573,Инструкция по изучению случая,Руководство по проведению исследования каста.,ru,0
2574,от личных сторон или от этих телефонных ответов телефонных коммерческих вещей,От личных партий или телефон отвечает на вещи?,ru,0
2575,"Несмотря на то, что национальные сбережения остаются относительно низкими по историческим стандартам США, экономический рост в последние годы был высоким, так как было сделано все больше и лучше инвестиций.",Американцы спасают только 1% своего дохода.,ru,1
2576,"«Сесть ли ты?» — «Туппенс» сидел на столе, стоящем перед ним.",Он попросил Туппенса сидеть на стуле.,ru,0
2577,"Мы сейчас бегали в Тадминстер, и Поирот направлял машину в «Аналитическую химию».",Поирот поступил в аналитическую химию.,ru,0
2578,"Это то, что перспектива, которая может объединить республиканцев, чтобы защитить ИГИЛ, которую все знают, неточна.",Республиканцы всегда защищали такие неточные ЦПИ.,ru,1
2579,"Главные ворота церкви ведут к площади Грейфриарс, и по улице вы найдете отличный вид на один из новейших музеев Шотландии.","Вдоль улицы от церковного дворца находится лес, с небольшим видом на что-либо, кроме деревьев.",ru,2
2580,"Да, эти да, это было все без крови и хорошие люди могут ударить весь день и они должны ударить его, они не знают, что вы получаете эпилептические приспособления или что-то от удара на голову","Если бы они дали кому-то эпилептический прибор, то вся вещь была бы в десять раз более достоверной, и это все, что нужно.",ru,1
2581,"Вы должны иметь хорошее периферическое зрение, и вы должны действительно сосредоточиться.","Если кто-то расстраивается, очень легко совершить смертельную ошибку.",ru,1
2582,Теперь я направляю этот доклад вам и другим назначенным чиновникам.,Всем нужно посмотреть отчет,ru,1
2583,"Насколько эффективно DOD управляет этими средствами будет определяться, получает ли она хороший возврат на свои инвестиции.","ДОД уверен, что получит плохой возврат на эти средства.",ru,2
2584,"Мы должны быть уверены в том, что мы идем».Но Туппенс, в один раз, казался языковым.",Толерантность не могла говорить.,ru,0
2585,"О, это тяжело думать о некоторых из других, хотя я смотрю на некоторые из этих свободных вещей, как в четверг ночью в девять часов, когда я возвращаюсь домой из аэробики, я смотрю на Ноттс Лендинг",Я никогда раньше не был в классе аэробики.,ru,2
2586,"Поскольку система автоматически проверяет все поступления и поступления до разрешения на оплату счета, то не потребуется разрешать оплату до подтверждения поступления.",Новая система основана на компьютере и включает в себя информацию о кредитной карте клиента.,ru,1
2587,"Слава Богу, я никогда не был в Средиземном море",Я никогда не был в Средиземном море.,ru,0
2588,"Он был разработан в 1820-х годах как символ шотландской национальной гордости и разработан как мини-партеон, в отличие от популярного в то время неоклассического стиля.",Партенон выглядит похож на этот дизайн.,ru,1
2589,"Во-вторых, снижение скорости передачи ВИЧ ни в коем случае не единственная социальная цель стоит, если бы это было, мы бы полностью запретили секс.","Снижение ВИЧ важно, но есть и другие достойные причины.",ru,0
2590,"Ум-хум да, я знаю, что это такое Ух-ху","Это как худшее, что могло бы случиться.",ru,1
2591,"Там последовали Балканские войны, в которых Турция проиграла западную Трассу и Македонию, затем Первую мировую войну, в которую Турция вошла на сторону Германии.","Турция вошла в Первую мировую войну, чтобы восстановить потерянную территорию во время Балканских войн.",ru,1
2592,Установить текущий уровень ущерба было бы невозможно.,Ущерб будет фиксирован на следующей неделе.,ru,2
2593,Что у нас есть на обед?,Что у нас будет для обеда?,ru,2
2594,"Поиск Дом Диониса и Дом Тридцати с их простыми подземными образцами, а также Дом делфинов и Дом масок для более сложных примеров, в том числе Диониса, ездя на пантере, на этаже Дома масок.","Дом делфинов имеет картину Дионисоса, ездящего на дельфине.",ru,1
2595,"На самом деле, я думал, что это было велико, да",Я хочу сделать это снова,ru,1
2596,"Как боялись шуги Токугавы, это открытие наводнений западной культуры после такой длительной изоляции оказало травматическое воздействие на японское общество.","Открытие наводнений западной культуры после такой длительной изоляции оказывало травматическое воздействие на японское общество, как опасались потоки Токугавы.",ru,0
2597,Игровые трекеры выйдут на этот раз в попытке найти охотничье место тигра на вечернее сафари.,В это время тигры охотятся.,ru,1
2598,"Вы также можете увидеть римский нилеометр, окрашенный в скале, который измерял высоту реки и помог древним священникам вовремя объявить о наводнении Нила, которое инициировало движение рабочих с поля в общинные проекты, такие как строительство храмов.",Древние священники предсказывали наводнения с римским Нилеометром.,ru,0
2599,"Участие в процессе принятия решений требует, чтобы (1) общественность знала о возможностях участия и (2) системах, которые позволят агентствам получать комментарии эффективно и эффективно.","Процесс принятия решений требует, чтобы общественность была осведомлена о возможности участвовать.",ru,0
2600,Посмотрите вокруг и сравните перед покупкой.,Нередко есть хорошие сделки рядом с двери от конкурентов.,ru,1
2601,"Теперь это моя очередь, и даже если я хожу в обувках мёртвого человека, я могу сделать свой путь свежим.",Это ваш поворот.,ru,2
2602,Это должно быть сложной ситуацией для всех вас.,Каждый должен найти ситуацию легкой.,ru,2
2603,"Эта величественная комната используется для современного развлечения, когда королева принимает ужин и банкеты.",Ужин с королевой в Королевской столовой очень востребован по приглашениям.,ru,1
2604,"Процветающий туристический район, он полный торговых центров и магазинов, а также ряда хороших ресторанов.",Покупки в туристическом районе являются одними из самых дешевых.,ru,1
2605,"Да, большинство моих обычно остаются в окнах, они есть",Я никогда не вкладываю свои в окна,ru,2
2606,"Один или два, ответил Томи скромно, и погрузился в его рецитал.","Томи ответил, а затем работал над его рециталом.",ru,0
2607,"Более того, несмотря на то, что крупные авиакомпании за последние четыре года получают большие прибыли, их производительность вообще не выросла, что предполагает, что консолидация не улучшает эффективность.",Авиакомпании не работают достаточно тяжело и в шутке.,ru,1
2608,"Ирландский архитектурный архив, библиотека архитектурных материалов, находится на 73-м месте на южной стороне площади.",На номеру 73 на южной стороне площади можно найти Ирландский архитектурный архив.,ru,0
2609,"То, что, похоже, является специальной ценой сделки всего за неделю, может оказаться целого года.","Некоторые еженедельные продажи магазина оказываются целогодичными продажами, которые разочаровывают предыдущих клиентов.",ru,1
2610,"Критики называют тему фильма по-настоящему интригующим, но жалуются на то, что он был огорчен бурнской чувствительностью,...",Критики никогда не имели возможности посмотреть фильм.,ru,2
2611,"Несмотря на то, что в этом случае оборудование не должно было быть поднято рядом с действующим бульваром, эрекция включала демонтирование и эрекцию полного бульварового острова и демонтирование существующего электростатического бульватора.","Процесс эрекции включал разрушение, а также строительство.",ru,0
2612,рекомендации,Предложения,ru,0
2613,медицинских и хирургических расходов.,Покрытие медицинских и хирургических расходов,ru,0
2614,Они консолидировали программы для повышения эффективности и более эффективного распределения ресурсов.,Программы повышения эффективности были консолидированы.,ru,0
2615,"Нам нужно только подниматься, чтобы вы знали о дневном питании","Мы можем спать весь день, так как у нас нет ежедневного питания.",ru,2
2616,"В течение более чем 26 столетий она видела бесчисленные падения, падения и регенерации, и сегодня она продолжает сопротивляться нападениям жестокой современности в своём временном, цветно-богатом историческом центре.",Она была вокруг более 26 столетий.,ru,0
2617,Ватруло,д д д д д д,ru,2
2618,"и uh это может быть мексиканская пица иногда обе вместе вместе и посмотрите на это, что действительно забавно, вы также знаете, что обычно она идет прямо на овощи, за исключением тех случаев, когда она имеет французские фрукты","Она часто ест мясо, если у нее нет воды.",ru,2
2619,"Стальные мачо шутки и формулярные клифхангеры приводят этот трейлер-по-бросам на пустой дороге никуда (Holden, The New York Times).","Фильм наполнен глупостью и мужским юмором, что делает фильм скучным.",ru,0
2620,"Помимо крепости находится 18-го века каравансаи, или инн, который был превращен в отель, и теперь принимает регулярные фолклорные вечера турецкого танца и музыки.",Каравансарай XVIII века теперь является отелем.,ru,0
2621,"и о, я думаю, на час в моем слегка спал мужчина проснулся меня и сказал, что лучше выйти из палаты, они отвечают за то, что несколько из других уже пришли вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз вниз","Никто не предупреждал меня о том, что огорожены палатки.",ru,2
2622,"Сады являются одними из крупнейших в Европе, и принимают вид на Сахарную гору в рамках своего дизайна.",Сады абсолютно не впечатляют.,ru,2
2623,"«Дейв Хансон, для которого ничто не было невозможным».Ну, у нас есть совершенно невозможная задача: задача инженерии и строительства.",Эта строительная работа будет очень сложно завершить.,ru,0
2624,Вы не знаете?,Вы знаете.,ru,2
2625,"Смотрите ли мысль?» 35 «Потом вы думаете, что» Туппенс остановился, чтобы полностью понять предположение «что так было, как Джейн Финн, что они хотели, чтобы я пошел в Париж?»",Толерантность просто не могла понять понятие.,ru,2
2626,"Он сам трудится в фальшивом фрете; делает некоторые вычитанные, полусердечные гонзо письма; затем собирает проверку жира.","Он хорошо известен в письменных кругах, как хак, который готов продать высочайшему поставщику.",ru,1
2627,"В некоторых других современных городах вы, вероятно, увидите такое разнообразие костюмов.",Многие современные города принимают множество различных типов костюмов.,ru,2
2628,Это все цитаты из Книги Древнего Завета от тетки Руты.,Ни одна из них не является цитатами из Книги Древнего Завета от тетки Руты.,ru,2
2629,HCFA опубликовала Notification of Proposed Rulemaking 28 марта 1997 года (62 Fed.,"HCFA пыталась держать всех в курсе правил, которые они делали.",ru,1
2630,"Я не знаю, что потребуется для того, чтобы создать настоящую идеальную систему или если она существует.","Я могу дать вам решение, которое является идеальным ответом.",ru,2
2631,"Даже если бы сохранен весь единый избыток, ВВП на душу населения упал бы чуть ниже исторического среднего в США удвоиться каждые 35 лет.","Все единый избыток, который будет спасен, предполагается, что ВВП упадет ниже исторического среднего показателя США.",ru,0
2632,Он обратился к своему предыдущему мнению.,Он вернулся к своим предыдущим мыслям о насилии.,ru,1
2633,"Я думаю, что как только они придут к тебе, они придут к мне.",Они придут после меня первыми.,ru,2
2634,Альбино Алигатор (Miramax),Аллигаторы альбино очень редки в дикой природе.,ru,1
2635,Что такое R?,Ile de R больше не является частью привлекательности.,ru,1
2636,"Участники предложили необходимость новой модели отчетности для аудита, обновленного акцента на качество аудита и построения более эффективных рабочих отношений с аудиторским комитетом.","Участники хотели, чтобы аудиторская модель оставалась такой же.",ru,2
2637,Этот сайт включает в себя список всех лауреатов премии и поисковую базу статей Правительства.,Все лауреаты премии представлены на сайте.,ru,0
2638,"В результате ЭПА не смогла гарантировать, что она направляет свои усилия в сторону экологических проблем, которые представляли наибольший интерес для граждан или представляли наибольший риск для здоровья населения или самого окружающей среды.","EPA не смогла гарантировать, что она направляет свои усилия к экологической проблеме.",ru,0
2639,"Никогда не доверяйте Сазеру, сказал Борк мягко.","Никогда не доверяйте Сазеру, если вы опустошите свою жизнь, бурк шутил.",ru,1
2640,"Сюжет рассказывает о том, как Пентагон распоряжается избыточным вооружением (коротко плохо).","Исследовательская журналистика, охватывающая историю, сопровождающая кристаллу, исследует, как Пентагон распоряжается избыточным вооружением.",ru,1
2641,Исследование оценки условий (CAS),Телевизионное маркетинговое исследование,ru,2
2642,"Согласно бюджетному соглашению, к 2002 году национальная оборона будет потреблять около $273 млрд в год по сравнению с $267 млрд сейчас.",Бюджет США на оборону увеличится на 6 млрд долларов.,ru,0
2643,"Многие озера или участки озер также являются зонами сохранения дикой природы; в этих руководствах перечислены правила, действующие для защиты водных птиц и других животных.","Не существует озер или озерных участков, которые удвоили зоны сохранения дикой природы.",ru,2
2644,"Снижение эластичности спроса в общих расходах (доходах) с 0,36 до 0,25 за тот же период.",Это снижение эластичности спроса обусловлено изменениями тенденций на рынке.,ru,1
2645,"Долго известен как дом художников и богемиев, которые называют его «Ла Буте» (The Mound), Монмартр является важным делом парижской мифологии.",Художники и бохемии называли его «Мунд» после сладкого бара.,ru,1
2646,"Квартира – двадцать один Б, видимо.",Квартира 21Б была очень востребована.,ru,1
2647,Станция Иисус встречает свою мать.,Станция Иисус не смог встретиться с матерью.,ru,2
2648,Если бы вы барбекю турки или курицы или,Хотите барбекю коров или вел?,ru,2
2649,"Действия, включенные в Объединенную повестку дня, в целом относятся к тем, которые, как ожидается, будут осуществляться в течение следующих 12 месяцев, хотя агентства могут включать деятельность с еще более длительным сроком.","Большая часть мероприятий, принятых в рамках нормативных актов, длилась более 12 месяцев.",ru,1
2650,"В своем представлении HCFA не идентифицировала никакого другого статута или исполнительного распоряжения, налагающего процедурные требования, относящиеся к правилу.",HCFA не идентифицировала никаких других исполнительных распоряжений.,ru,0
2651,"1 Теперь, когда каждая единица полностью персонализирована, Бюро Программного Перформанса ЛСК и его команда государственного планирования имеют более 260 лет опыта работы в программах, финансируемых ЛСК.",LSC имеет более 260 лет опыта работы со своим персоналом.,ru,0
2652,"Динги доступны для аренды из морей в Тель-Авиве, Джафе, Акко, Нетании и Нахарии.","Тель-Авив, Яффа, Ако, Ако, Нетанья и Нахария не предлагают динги.",ru,2
2653,Где находится искусство?,Что такое место искусства?,ru,0
2654,Закрыто в субботу.,Суббота открыта.,ru,2
2655,Целый город был окружен открытой сельской местностью с рассеянностью небольших деревень.,Село очень красиво и мирно.,ru,1
2656,"«Сесть ли ты?» — «Туппенс» сидел на столе, стоящем перед ним.",Он попросил Туппенса сидеть на красном кресле.,ru,1
2657,"Одна из возможных объяснений заключается в том, что рост домохозяйственного богатства в последние годы способствовал виртуальному исчезновению личной экономии.","Люди чаще в последние годы ставят то, что было бы их личными сбережениями в дисплеи богатства.",ru,1
2658,Готовы ли вы поехать до нашей поездки? — спросил Джон.,Джон попросил Адрина поехать.,ru,0
2659,"Пат Буканнана сразу же следовал за ним, выдав мелкие комары и бутылки виски.",Пат Буханан возглавляет группу.,ru,2
2660,"Обычно сайты для программного эффекта исследования случая следует выбирать с большой осторожностью по таким критериям, как то, есть ли доказательства того, что программа была реализована на сайте, то, что сайт подвергся изменениям, которые могли бы иметь те же эффекты, что и программа или которые могли бы маскировать ее эффекты, и то, как добавление этого сайта к группе сайтов, которые изучаются, поддерживает генерализацию результатов.",Нет критериев для выбора сайтов для программ.,ru,2
2661,Стоимость оплаты 33.,"Дело в том, что деньги платят каждые 3 часа.",ru,1
2662,"Кроме того, окончательное правило не должно иметь ретроактивного эффекта, а административные процедуры должны быть исчерпаны перед любым судебным вызовом к положениям этого правила.","Окончательное правило не должно иметь ретроактивный эффект, а только влияет на законодательство в следующем году.",ru,1
2663,"Я вам сказал, что вы это сделали?","Предполагаю, что вы это сделали?",ru,0
2664,"Знаменитая королева Тебана Нефертари, жена Рамзеса II, имеет самую украшенную могилу (номер 66) но она не всегда доступна.","Знаменитая королева Тебана Нефертари имеет могилу, которая всегда открыта для общественности (номер 66).",ru,2
2665,"ОК, я буду держать это в виду, да, вы служите этому себе или семье",Я никогда не забуду это. вы можете иметь это самостоятельно или поделиться с семьей.,ru,0
2666,"Ну, мы прийдем и поговорим с смелым Доркасом».Доркас стоял в будоире, ее руки застряли перед ней, и ее серые волосы выросли в твердых волнах под ее белым капом.",Доркас хорошо известен своей смелостью.,ru,1
2667,"Новое руководство, например, может рассказать нам о том, чтобы раньше отправлять пациентов с сердечной хирургией домой.",Новая директива может открыть больше больничных кровати для других пациентов.,ru,1
2668,"Это была прекрасная жизнь «Я ее любил».На ее лице была улыбка, и ее голова была выброшена назад.","Она сказала, что была очень довольна жизнью, которую она провела.",ru,0
2669,Почтовая служба могла бы увеличить те же ставки по крайней мере на 13.,Стоимость может подняться на 13 в период повышения почтовой службы.,ru,0
2670,"Среди достопримечательностей в Безире – древняя Церковь Святого Жака и Церковь Святой Мадлеины, Хейлес XIX века (окрытый рынок) и массивная катедрала Святого Назаре, с которой есть хороший вид на долину реки.","Есть много достопримечательностей, которые можно увидеть в Безире, в том числе и в катедрале Сен-Назаре.",ru,0
2671,Быстро впереди до 1994 года и дальше.,До 1994 года и дальше.,ru,0
2672,"Это включает все тесты, обзор информации и интервью, связанные с надежностью данных.",Все испытания пройдут до 12 часов в понедельник.,ru,1
2673,"СМИ сосредоточились на признаниях Лиггета о том, что сигареты являются зависимыми и вызывают рак и сердечные заболевания, а также на его согласии выплачивать государствам четверть (относительно небольших) прибыли от претакса на ближайшие 25 лет.","СМИ сообщают о признании Лингета, что сигареты вызывают рак у всех пользователей.",ru,1
2674,"Даниэль поцеловал, поцеловал мне стакан пива.",Даниил дал мне водку и тоник.,ru,2
2675,"Парозы пещеры, реки, и грязи погружаются вокруг своих берегов, давая дивер широкий спектр среды для изучения.",Дивер имеет хороший ассортимент мест для изучения.,ru,0
2676,"Теперь процветает открытая политическая дискуссия, особенно в Калькутте, где Карл Маркс был очень ценен.","Теперь в Калькутте процветает политическая дискуссия, особенно там, где Карл Маркс был оценен.",ru,0
2677,"Я знакома с погодой таким образом в Западном Техасе, но не в Льюисвилле","Я точно знаю, как выглядит погода в Льюисвилле.",ru,2
2678,"Расширение села было нежелательным, и большинство знало, что Северн только желал богатства и места на совете пожилых людей.",Северн хотел быть богатым.,ru,0
2679,"И вы знаете, если я знаю, что они будут там, вы знаете, я пытаюсь действительно смотреть на него и как вы говорите, вы знаете, что вы действительно одеты, и если я знаю, что они не вы знаете, я делаю много реорганизации вы знаете последние несколько месяцев так же, как вы знаете, и это просто так, что просто невозможно прорваться вниз на пол и прорваться через коробки в платье вы знаете, это так.",Я никогда не пытаюсь его наблюдать.,ru,2
2680,"Ум-хум да, когда я упоминал, что я сделал этот камп из машины, я действительно сделал ситуацию так же, но что интересно, это через Texas Instruments","Я вышел из машины, когда был бездомным.",ru,1
2681,"От поколения к поколению (Мичико Какутани, The New York Times).Несколько, как и Перл К. Белл в «Волл-стрит-Журнале», обнаруживают в романе перелом сладко послушной послушности и говорят, что части опасны на пороге сентиментальности.",Читатели были поклонниками автора и с нетерпением ждали чтения его нового романа.,ru,1
2682,"В 392 император Теодосий провозгласил христианство официальной религией Римской империи, и после его смерти в 395 империю разделили еще раз, между его двумя сынами, и никогда больше не будет воссоединяться.","Империя была разделена между двумя сынами, которые бесконечно воевали, и тем самым империя никогда больше не была воссоединена.",ru,1
2683,"Спок не вылечил американских матерей и отцов от их невозможной мечты о том, чтобы быть профессиональными родителями, оснащенными правильными ответами.",Американские родители часто мечтают стать профессиональными родителями.,ru,0
2684,"Кредитный союз имеет девятипроцентный процент, так что так",Высокие процентные ставки повышают долг среднего человека.,ru,1
2685,Высокая влажность,Холодно и сухо.,ru,2
2686,"Ух-хух как об любых программах, соответствующих",Существует ли совместимая программа?,ru,0
2687,"Я посещаю старую женщину в деревне, она объяснила, «и, как Лоуренс сказал мне, что вы были с господином Поиротом, я думал, что я бы позвал вас».","В деревне есть старая женщина, которую я посещаю.",ru,0
2688,"Целью процесса самоинспекции было обеспечение программ средством для проверки, исследуя образца случаев, того, что их 1999 CSR данные соответствуют стандартам LSC по точности.","Процесс самоинспекции не имеет иной цели, кроме как нанести ущерб легитимности дел.",ru,2
2689,I'm on I'm in the Plano school system and living in Richardson and there is a real dicotomy in terms of educational and economic background of the children who are going to be attending this school,В планошкольной системе есть только дети с плохим интеллектом.,ru,2
2690,Я не.,Я есть.,ru,2
2691,"Он праздновал этот факт, объявив, что столица будет перемещена из Калькутты в новый город, который будет построен в Дели.",Граждане были в восторге от нового города.,ru,1
2692,"В последнее время, однако, я расстался и стал решительно менее экспериментальным.",Я потерял свою экспериментальную природу из-за старости.,ru,1
2693,Почему он не должен быть?,Он на самом деле не хочет быть таким.,ru,1
2694,Вопросы оценки.,Доступны только данные об оценке.,ru,2
2695,Я подтверждаю свою членство в клубе старых гейзер.,"Я претендую на членство в клубе старых гейзер, потому что мне 95 лет.",ru,1
2696,"Несмотря на длину километра, его название заблуждает, потому что это не одна улица, а несколько разных улиц.",Это один миль длин.,ru,0
2697,"Кроме того, другие подходы на основе сорбента в разработке могут вовремя доказать, что они предпочтительны для ACI, делая использование ACI только консервативным предположением.",Сорбентовые подходы в развитии могут быть предпочтительными для АКЛ.,ru,0
2698,Он нашел себя мыслителем в кругах беспокойства и притягивал себя назад к своему проблеме.,Он не мог позволить себе отвлечься от своих проблем.,ru,1
2699,Победа Самотраса и красиво пропорциональная Венера де Мило.,"Венера де Мило имеет лучшие пропорции, чем Победа Самотраса.",ru,1
2700,"Тем не менее, что действительно потрясающее, это то, что Джобс никогда не позволил этой идее уйти.",Работы привязываются к идее.,ru,0
2701,"В целом, системы FGD, как правило, строятся ближе к земле по сравнению с технологическими ретрофитами SCR.",Системы FGD обычно строятся ближе к земле по сравнению с технологией SCR.,ru,0
2702,"Однажды в декабре 1917 года британский генерал Алленби поднялся к Джаффа-Вратам и отвернулся от лошади, потому что он не ездил туда, куда ходил Иисус; затем он принял предательство города после того, как османские турки бежали (флаг предательства был постельным листком из американского отеля Колония).",В 1917 году британский генерал Алленби сдался городу с помощью постельного листа.,ru,2
2703,Из Индекса: В среднем количество школьников выбросили каждый школьный день в прошлом году за оружие 34.,Количество выведенных школьников зависит от наличия оружия.,ru,1
2704,"Ей едва не нужно упоминать об этом – СМИ все равно приносят это – но она называет это тонко, уповаясь (как она сделала на двух неделях) к женщинам, которые направляют своих дочерей на полпути по всему штату, чтобы ударить мою руку, женщину, в которую они осмеливаются верить.","Она едва не должна упоминать об этом, так как ее друзья любят делать это для нее.",ru,1
2705,"Участники, как правило, рассматривали новые требования к отчетности о внутреннем контроле Закона Сарбанес-Оксли 2002 года как хорошее требование.","Те организации, на которые воздействовал Закон Сарбанес-Оксли 2002 года, положительно оценили требования к докладу.",ru,0
2706,Предоставщик студентской визы не станет высоким приоритетом для пробоно-помощи.,Студентская виза будет приоритетом.,ru,2
2707,"Это то, что перспектива, которая может объединить республиканцев, чтобы защитить ИГИЛ, которую все знают, неточна.","Все знают, что CPI является самым точным.",ru,2
2708,"Я удивлен тем, что у нас так много людей, которые находятся здесь в политике.","Я удивлен тем, что многие из них находятся здесь в политике.",ru,0
2709,"Некоторые эксперты говорят, что есть большая вероятность того, что поймается в холодные дни весны и осени, а также в часы после захода солнца.",Теплые дни являются худшими для пойманий.,ru,1
2710,"По словам Джейн Лангмуир, директора проекта, вода и тепло объединяются и создают совершенно новое устройство.","Джейн Лангмуир была тем, кто задумался над этим проектом.",ru,1
2711,"Сохраняйте молодую кожу в безопасности, покрывая ее солнечным блоком или костюмом, даже когда она находится в воде.","Солнечная блокада является ненужной осторожностью, если вы находитесь в воде.",ru,2
